id,age,sex_label,education_label,marriage_label,limit_bal,utilization,max_delay,n_months_delayed,delay_trend,default_next_month
28092,41,Female,High school,Single,40000,1.8223,0,0,2,1
28093,46,Female,High school,Single,130000,1.0154,0,0,0,0
28094,41,Female,University,Single,100000,0.9651,0,0,0,0
28095,46,Female,High school,Married,300000,0.491,0,0,0,0
28096,41,Female,University,Single,150000,0.0021,-1,0,0,0
28097,39,Female,University,Married,50000,0.5419,2,4,1,1
28098,37,Female,Graduate school,Married,350000,0.0177,-2,0,0,0
28099,45,Female,University,Single,170000,0.0096,0,0,0,0
28100,31,Female,University,Single,220000,0.8281,2,4,2,1
28101,29,Female,Graduate school,Single,210000,0.0889,-1,0,0,0
28102,30,Female,Graduate school,Single,200000,0.4494,2,1,0,0
28103,30,Female,Graduate school,Single,180000,0.078,2,4,2,1
28104,31,Female,Graduate school,Married,50000,1.0177,2,3,1,1
28105,35,Female,University,Single,50000,0.6301,2,2,1,0
28106,39,Female,Graduate school,Married,180000,0.005,-1,0,0,0
28107,44,Female,Graduate school,Single,500000,0.06,-2,0,0,0
28108,45,Female,University,Single,160000,0.0,1,1,2,0
28109,37,Female,Graduate school,Single,120000,0.0062,2,6,0,1
28110,39,Female,University,Married,60000,0.2091,-1,0,0,1
28111,35,Female,Others,Married,220000,0.0084,-1,0,0,0
28112,36,Female,University,Married,210000,0.0641,0,0,0,0
28113,38,Female,University,Single,480000,0.0117,0,0,-2,0
28114,43,Female,High school,Single,140000,1.0059,0,0,0,0
28115,38,Female,University,Married,150000,0.9997,0,0,0,0
28116,43,Female,High school,Single,110000,1.0419,2,2,2,1
28117,41,Female,Graduate school,Married,350000,0.044,0,0,0,0
28118,43,Female,University,Single,150000,0.7402,0,0,0,0
28119,39,Female,Graduate school,Married,420000,0.7113,0,0,0,1
28120,41,Female,Graduate school,Married,80000,0.1498,0,0,2,0
28121,44,Female,Graduate school,Married,180000,0.7706,0,0,0,0
28122,39,Female,University,Married,290000,0.0,1,1,3,0
28123,37,Female,Graduate school,Married,300000,0.0149,0,0,1,0
28124,41,Female,University,Married,80000,0.981,2,1,0,1
28125,39,Female,University,Married,230000,0.0,-2,0,0,0
28126,43,Female,University,Married,20000,0.8594,2,2,1,0
28127,39,Female,University,Single,20000,0.0,1,1,3,1
28128,40,Female,Graduate school,Married,200000,0.0,-2,0,0,0
28129,35,Female,Graduate school,Single,500000,0.0664,0,0,-1,0
28130,49,Female,High school,Married,10000,0.9807,0,0,0,0
28131,42,Female,High school,Married,100000,0.5854,0,0,0,0
28132,28,Female,University,Married,250000,0.0,-2,0,0,0
28133,38,Female,High school,Single,540000,0.0014,1,1,3,0
28134,39,Female,University,Married,50000,0.7501,0,0,0,0
28135,44,Female,Graduate school,Single,550000,0.0493,0,0,1,0
28136,42,Female,High school,Married,200000,0.0111,-1,0,0,0
28137,44,Female,High school,Married,50000,0.9273,0,0,0,0
28138,36,Female,High school,Married,230000,1.0092,2,2,1,0
28139,45,Female,High school,Married,330000,0.1011,0,0,0,0
28140,37,Female,Graduate school,Married,520000,0.0085,-2,0,0,0
28141,44,Female,Graduate school,Single,180000,0.0938,-2,0,0,0
28142,36,Female,High school,Married,200000,0.8369,0,0,0,0
28143,44,Female,Others,Single,430000,1.4573,0,0,0,0
28144,46,Female,Graduate school,Married,220000,1.1339,3,3,3,0
28145,41,Female,University,Single,210000,0.0,-2,0,0,0
28146,47,Female,University,Married,360000,0.1972,0,0,0,0
28147,48,Female,University,Married,200000,0.0112,0,0,-2,0
28148,36,Female,Graduate school,Married,150000,0.2553,0,0,0,0
28149,47,Female,High school,Single,170000,0.0946,-1,0,0,0
28150,49,Female,High school,Married,50000,0.9587,2,3,2,0
28151,48,Female,High school,Single,20000,0.9019,5,6,-3,1
28152,32,Female,Graduate school,Single,300000,0.5641,0,0,0,0
28153,40,Female,Graduate school,Married,200000,0.0121,1,1,3,0
28154,34,Female,Graduate school,Married,210000,0.3492,0,0,0,0
28155,42,Female,Graduate school,Single,100000,0.9326,2,1,0,0
28156,43,Female,University,Married,210000,0.0147,-1,0,0,0
28157,32,Female,University,Married,80000,0.9726,0,0,0,0
28158,31,Female,High school,Married,130000,0.4809,0,0,0,1
28159,35,Female,University,Single,320000,0.2955,0,0,0,0
28160,45,Female,Others,Married,350000,1.0152,0,0,0,0
28161,29,Female,Graduate school,Single,260000,0.3013,0,0,0,0
28162,46,Female,High school,Single,230000,1.1874,0,0,0,0
28163,44,Female,Graduate school,Married,210000,0.0714,-1,0,1,0
28164,41,Female,High school,Married,160000,0.2816,2,4,1,0
28165,30,Female,Graduate school,Married,210000,0.8914,0,0,0,0
28166,32,Female,Graduate school,Single,120000,0.0,1,1,2,0
28167,32,Female,Graduate school,Married,30000,0.9255,0,0,0,1
28168,31,Female,University,Married,70000,0.5511,0,0,0,0
28169,31,Female,University,Married,270000,0.6556,0,0,0,0
28170,30,Female,Graduate school,Single,350000,0.0027,-2,0,0,0
28171,45,Female,University,Single,50000,0.475,3,6,-1,1
28172,48,Female,University,Married,110000,0.9879,0,0,0,0
28173,44,Female,University,Married,150000,0.3314,0,0,0,0
28174,29,Female,Graduate school,Single,280000,0.0,-2,0,0,1
28175,30,Female,University,Married,300000,0.0358,0,0,-1,0
28176,32,Female,University,Married,20000,0.9188,0,0,0,1
28177,31,Female,University,Married,50000,0.8821,2,1,2,0
28178,31,Female,Graduate school,Single,200000,0.0,-2,0,0,0
28179,31,Female,High school,Married,50000,0.0,1,1,2,0
28180,46,Female,Graduate school,Married,150000,0.905,0,0,0,0
28181,32,Female,University,Single,200000,0.0673,-1,0,0,0
28182,32,Female,University,Married,100000,0.0,1,1,2,0
28183,33,Female,Graduate school,Single,360000,0.0148,0,0,-1,1
28184,33,Female,University,Married,50000,0.7508,0,0,0,0
28185,33,Female,University,Married,220000,0.9279,0,0,0,0
28186,33,Female,Graduate school,Single,80000,1.0421,2,2,1,1
28187,33,Female,Graduate school,Married,150000,0.1363,0,0,0,0
28188,34,Female,Graduate school,Married,210000,0.0016,-1,0,0,1
28189,34,Female,University,Single,70000,0.9665,0,0,0,0
28190,48,Female,University,Married,50000,0.8865,0,0,0,0
28191,43,Female,High school,Others,80000,0.0426,0,0,1,0
28192,34,Female,University,Single,110000,0.0,-2,0,0,0
28193,34,Female,Graduate school,Single,170000,0.0064,0,0,0,0
28194,46,Female,High school,Married,160000,0.0,-2,0,0,0
28195,49,Female,High school,Married,130000,0.1949,0,0,0,0
28196,48,Female,High school,Married,200000,0.5957,-2,0,0,0
28197,40,Female,University,Married,360000,0.0821,-1,0,0,0
28198,42,Female,University,Married,160000,0.1584,0,0,0,0
28199,42,Female,University,Married,310000,0.0092,-2,0,0,0
28200,40,Female,Graduate school,Married,500000,0.0369,0,0,1,0
28201,36,Female,Graduate school,Single,430000,0.6005,0,0,0,1
28202,48,Female,High school,Single,300000,0.0,3,3,2,1
28203,46,Female,Graduate school,Single,50000,0.0747,-1,0,0,0
28204,38,Female,University,Married,300000,0.0042,0,0,0,0
28205,39,Female,University,Single,300000,0.0034,-2,0,0,1
28206,39,Female,High school,Married,20000,0.9539,0,0,0,1
28207,39,Female,Graduate school,Single,400000,0.0,-2,0,0,1
28208,48,Female,University,Married,310000,0.0,-2,0,0,0
28209,38,Female,University,Single,370000,0.2049,0,0,0,0
28210,36,Female,University,Married,230000,0.0191,-1,0,0,0
28211,40,Female,University,Married,300000,0.039,0,0,0,0
28212,40,Female,Graduate school,Married,250000,0.0119,0,0,0,0
28213,41,Female,Graduate school,Married,320000,0.2974,0,0,0,0
28214,45,Female,High school,Married,310000,1.0045,0,0,0,0
28215,39,Female,Graduate school,Married,500000,0.0072,2,2,0,0
28216,37,Female,High school,Married,80000,0.3118,2,1,-2,0
28217,45,Female,High school,Single,200000,0.3491,0,0,0,0
28218,38,Female,High school,Married,160000,0.9498,0,0,0,0
28219,47,Female,University,Single,20000,1.0076,0,0,2,0
28220,33,Female,University,Single,20000,0.5818,0,0,0,0
28221,33,Female,University,Married,30000,0.08,7,6,-4,1
28222,30,Female,Graduate school,Single,500000,0.0019,1,1,2,0
28223,30,Female,Graduate school,Single,180000,0.0092,-1,0,0,0
28224,31,Female,High school,Single,180000,0.0163,-2,0,0,0
28225,33,Female,Graduate school,Married,450000,0.0,-2,0,0,0
28226,33,Female,University,Married,180000,0.3915,0,0,0,0
28227,46,Female,High school,Married,290000,0.1047,-1,0,0,0
28228,37,Female,University,Married,200000,0.0247,0,0,1,0
28229,34,Female,Graduate school,Married,200000,0.0,1,1,3,0
28230,35,Female,University,Single,400000,0.1531,2,1,2,1
28231,32,Female,University,Single,210000,0.0,-2,0,0,0
28232,42,Female,High school,Single,30000,1.0148,2,4,1,1
28233,39,Female,University,Single,340000,0.9774,0,0,0,0
28234,41,Female,University,Married,50000,1.4981,0,0,0,0
28235,43,Female,High school,Married,220000,0.9775,0,0,0,0
28236,37,Female,Graduate school,Married,100000,0.0,1,1,3,1
28237,40,Female,High school,Married,400000,0.0754,0,0,1,0
28238,43,Female,University,Single,360000,0.0169,-2,0,0,0
28239,47,Female,High school,Single,30000,0.1073,0,0,-1,0
28240,34,Female,High school,Married,10000,0.7101,0,0,1,1
28241,37,Female,Graduate school,Married,330000,0.0022,-2,0,0,0
28242,46,Female,University,Married,110000,0.9339,2,1,0,0
28243,44,Female,University,Married,30000,0.7001,2,1,2,1
28244,37,Female,University,Married,110000,0.8726,0,0,0,0
28245,42,Female,University,Single,150000,1.7014,0,0,0,0
28246,32,Female,University,Single,80000,1.4218,2,2,1,1
28247,41,Female,Graduate school,Married,160000,0.1526,-1,0,0,0
28248,32,Female,University,Married,30000,0.1151,0,0,2,0
28249,33,Female,Graduate school,Single,200000,0.0226,-2,0,0,0
28250,33,Female,Graduate school,Married,150000,0.0,1,1,1,0
28251,34,Female,University,Married,140000,0.0,1,1,3,0
28252,37,Female,Graduate school,Married,120000,0.1761,0,0,1,0
28253,48,Female,High school,Married,100000,0.0039,-1,0,0,0
28254,38,Female,University,Married,50000,1.0205,0,0,0,0
28255,42,Female,High school,Married,80000,0.0571,-1,0,0,0
28256,41,Female,High school,Single,140000,0.6121,0,0,0,0
28257,45,Female,Graduate school,Married,270000,0.8078,0,0,0,0
28258,36,Female,High school,Married,210000,0.0056,-1,0,0,0
28259,48,Female,University,Married,230000,0.0,-2,0,0,0
28260,43,Female,University,Married,30000,0.8935,2,2,-2,0
28261,44,Female,High school,Married,260000,0.9975,0,0,0,1
28262,42,Female,University,Married,20000,0.9081,3,6,0,1
28263,34,Female,University,Married,160000,0.0024,-2,0,0,0
28264,43,Female,University,Married,50000,0.9376,0,0,0,0
28265,41,Female,High school,Married,50000,0.9371,0,0,0,0
28266,38,Female,Graduate school,Married,160000,0.002,-1,0,0,1
28267,44,Female,High school,Married,140000,0.0,1,1,2,0
28268,43,Female,University,Married,230000,0.0308,0,0,0,0
28269,34,Female,University,Married,120000,0.0,1,1,3,0
28270,49,Female,University,Married,20000,0.4794,2,2,0,1
28271,44,Female,University,Married,90000,0.0043,-1,0,0,1
28272,38,Female,High school,Married,130000,0.4963,0,0,0,0
28273,31,Female,High school,Single,20000,0.0,0,0,-1,0
28274,31,Female,Graduate school,Single,230000,0.0,-2,0,0,0
28275,42,Female,University,Married,430000,0.2087,0,0,0,0
28276,40,Female,University,Married,110000,0.0496,0,0,0,0
28277,40,Female,Others,Married,210000,0.9831,0,0,1,1
28278,49,Female,High school,Single,260000,0.0,-2,0,0,0
28279,45,Female,High school,Married,280000,1.0536,0,0,0,0
28280,36,Female,University,Single,230000,0.0037,-1,0,-1,0
28281,46,Female,High school,Single,50000,0.7233,0,0,0,0
28282,36,Female,University,Single,320000,0.0012,-1,0,0,0
28283,41,Female,University,Married,110000,0.9467,0,0,0,1
28284,42,Female,University,Married,180000,0.0022,0,0,-1,0
28285,41,Female,High school,Single,180000,0.7277,0,0,0,0
28286,32,Female,University,Single,10000,0.525,0,0,2,1
28287,32,Female,University,Married,30000,0.0,1,1,3,1
28288,32,Female,University,Single,70000,0.9708,2,1,2,1
28289,44,Female,University,Single,20000,0.9289,0,0,0,0
28290,36,Female,University,Single,50000,0.7825,2,1,2,1
28291,38,Female,University,Married,180000,0.0022,0,0,0,0
28292,46,Female,High school,Single,220000,0.974,0,0,0,0
28293,29,Female,Graduate school,Single,180000,0.0888,-1,0,0,0
28294,29,Female,Graduate school,Single,170000,0.6244,2,1,0,0
28295,30,Female,University,Single,100000,0.9664,0,0,0,0
28296,30,Female,University,Single,280000,0.0471,-1,0,0,0
28297,31,Female,Graduate school,Single,290000,0.0749,-1,0,0,0
28298,31,Female,University,Married,30000,0.844,3,6,1,1
28299,31,Female,University,Single,30000,0.955,0,0,0,0
28300,46,Female,University,Married,80000,0.9343,0,0,0,0
28301,42,Female,University,Married,50000,0.9741,0,0,0,0
28302,34,Female,High school,Married,60000,0.1122,4,6,-1,0
28303,34,Female,University,Married,260000,0.7646,0,0,0,0
28304,41,Female,University,Married,60000,0.3302,0,0,0,0
28305,29,Female,University,Married,80000,1.0717,2,6,-1,0
28306,40,Female,High school,Married,360000,0.0,1,1,3,0
28307,30,Female,University,Married,180000,0.0474,0,0,0,0
28308,31,Female,University,Single,80000,0.3864,2,1,2,1
28309,44,Female,University,Married,70000,0.9472,0,0,0,0
28310,36,Female,Graduate school,Married,360000,0.0518,-1,0,0,0
28311,36,Female,High school,Single,300000,0.0,-1,0,-1,0
28312,38,Female,High school,Married,100000,0.8718,2,1,0,0
28313,29,Female,Graduate school,Single,100000,0.702,0,0,0,0
28314,34,Female,High school,Married,120000,0.0,-1,0,0,0
28315,48,Female,University,Married,200000,0.1106,2,1,-2,1
28316,37,Female,Graduate school,Married,180000,0.0477,-1,0,-1,0
28317,27,Female,University,Single,60000,0.1217,0,0,0,0
28318,29,Female,University,Married,10000,0.6176,0,0,0,0
28319,35,Female,Others,Married,230000,0.0208,-1,0,0,0
28320,27,Female,University,Single,50000,0.2393,2,6,-1,0
28321,28,Female,University,Single,350000,0.0107,-2,0,0,0
28322,28,Female,High school,Married,200000,0.0004,-2,0,0,1
28323,28,Female,High school,Single,150000,0.0111,-2,0,0,0
28324,29,Female,University,Married,180000,0.6296,2,6,0,1
28325,30,Female,Graduate school,Single,30000,0.967,0,0,0,0
28326,30,Female,University,Single,70000,0.9928,0,0,-1,1
28327,32,Female,University,Single,460000,0.0663,0,0,0,0
28328,42,Female,University,Married,110000,0.0071,-1,0,0,0
28329,31,Female,Graduate school,Single,240000,0.1323,0,0,1,0
28330,31,Female,University,Married,210000,0.9773,0,0,0,0
28331,32,Female,High school,Single,300000,0.0,1,1,3,0
28332,34,Female,Graduate school,Single,170000,0.0,1,1,1,0
28333,34,Female,University,Married,420000,0.1173,0,0,1,0
28334,34,Female,Others,Single,230000,0.0097,0,0,1,0
28335,33,Female,Graduate school,Single,260000,0.0018,6,1,-7,0
28336,41,Female,High school,Married,50000,0.9291,0,0,0,0
28337,43,Female,University,Single,80000,0.9685,0,0,0,0
28338,45,Female,Graduate school,Married,200000,0.3464,-1,0,0,0
28339,40,Female,High school,Married,80000,0.2326,0,0,0,0
28340,36,Female,University,Married,290000,0.029,0,0,0,0
28341,40,Female,High school,Others,20000,0.0195,2,1,-1,1
28342,42,Female,University,Married,50000,0.0113,2,2,-3,0
28343,36,Female,University,Married,450000,0.0069,-1,0,0,0
28344,38,Female,University,Married,250000,0.0,1,1,3,0
28345,40,Female,High school,Married,50000,0.9749,2,2,2,0
28346,40,Female,University,Others,280000,1.0427,0,0,0,0
28347,41,Female,High school,Married,20000,0.4388,0,0,0,0
28348,37,Female,High school,Married,310000,0.0131,-2,0,0,0
28349,36,Female,Graduate school,Single,250000,0.4448,0,0,0,0
28350,36,Female,University,Married,180000,0.9576,2,5,2,1
28351,35,Female,High school,Single,500000,0.9177,1,1,1,0
28352,44,Female,High school,Married,30000,0.8652,2,4,-2,0
28353,36,Female,University,Single,250000,0.284,0,0,0,0
28354,39,Female,Graduate school,Single,170000,0.356,0,0,1,0
28355,39,Female,University,Married,100000,0.0052,-2,0,0,0
28356,42,Female,University,Married,430000,0.0895,0,0,0,0
28357,43,Female,University,Single,170000,0.8007,0,0,0,0
28358,32,Female,University,Single,210000,0.0027,2,1,0,0
28359,32,Female,University,Single,280000,0.0234,-2,0,0,0
28360,47,Female,High school,Single,160000,0.0025,-2,0,0,0
28361,40,Female,Graduate school,Married,210000,0.0359,-2,0,0,0
28362,40,Female,Graduate school,Married,200000,0.0191,-1,0,0,0
28363,30,Female,Graduate school,Single,400000,0.0016,0,0,-1,0
28364,35,Female,High school,Single,80000,0.0,1,1,3,0
28365,35,Female,University,Married,80000,0.3875,2,6,-1,1
28366,38,Female,University,Married,30000,0.0943,2,1,-1,0
28367,39,Female,High school,Married,20000,0.4281,2,5,1,1
28368,37,Female,Graduate school,Married,300000,0.0292,0,0,-2,0
28369,39,Female,University,Married,460000,0.0248,-1,0,0,0
28370,42,Female,University,Single,80000,0.5332,0,0,0,0
28371,36,Female,High school,Married,80000,0.0101,2,1,0,0
28372,40,Female,High school,Married,100000,0.0323,2,2,-1,0
28373,41,Female,Graduate school,Married,100000,0.3179,2,6,0,1
28374,36,Female,University,Married,50000,0.9343,0,0,0,0
28375,36,Female,University,Married,80000,0.9291,2,3,1,1
28376,37,Female,University,Single,130000,0.6287,0,0,0,0
28377,36,Female,University,Married,50000,0.9241,2,4,2,0
28378,44,Female,University,Married,210000,0.4205,0,0,0,0
28379,39,Female,Others,Single,260000,0.6715,0,0,0,0
28380,32,Female,University,Married,50000,0.9054,0,0,0,0
28381,33,Female,University,Single,460000,0.0181,0,0,1,0
28382,34,Female,High school,Married,150000,0.7682,0,0,0,0
28383,31,Female,High school,Married,80000,0.7024,2,1,0,0
28384,42,Female,University,Married,80000,0.5864,0,0,2,0
28385,46,Female,High school,Married,180000,0.0581,2,1,-1,1
28386,35,Female,High school,Married,100000,0.0,1,1,2,0
28387,40,Female,University,Married,60000,0.479,0,0,1,1
28388,34,Female,High school,Single,50000,1.0207,0,0,0,0
28389,42,Female,Graduate school,Married,390000,0.7951,0,0,0,0
28390,38,Female,Graduate school,Married,210000,0.0401,0,0,0,0
28391,39,Female,University,Single,160000,1.0191,0,0,0,0
28392,42,Female,High school,Married,50000,0.5739,2,1,0,0
28393,31,Female,University,Single,50000,0.2136,2,2,-2,0
28394,37,Female,University,Married,160000,0.8662,0,0,0,0
28395,40,Female,University,Married,220000,0.0263,-2,0,0,0
28396,43,Female,High school,Married,80000,0.895,0,0,0,0
28397,31,Female,University,Married,170000,0.3567,0,0,1,0
28398,33,Female,High school,Married,60000,0.9388,2,3,1,0
28399,36,Female,Graduate school,Married,200000,0.0029,-2,0,0,0
28400,41,Female,Graduate school,Single,320000,0.0069,-2,0,0,0
28401,47,Female,Graduate school,Married,160000,0.0,1,1,3,0
28402,45,Female,University,Married,20000,0.489,0,0,1,0
28403,27,Female,Graduate school,Single,80000,0.0124,2,1,0,1
28404,29,Female,University,Single,210000,0.4933,0,0,-1,0
28405,27,Female,Graduate school,Single,50000,0.099,0,0,0,1
28406,28,Female,Graduate school,Single,500000,0.7808,2,1,0,0
28407,28,Female,University,Single,120000,0.0,1,1,3,0
28408,28,Female,University,Single,20000,1.0292,2,2,1,0
28409,28,Female,Graduate school,Single,250000,0.4674,0,0,0,0
28410,34,Female,High school,Married,80000,0.0438,-1,0,0,0
28411,28,Female,University,Single,240000,0.0048,-2,0,0,0
28412,28,Female,University,Single,150000,0.153,0,0,0,0
28413,29,Female,University,Single,340000,0.1286,0,0,0,0
28414,28,Female,Graduate school,Married,80000,0.9201,0,0,1,0
28415,29,Female,High school,Single,130000,0.0995,0,0,1,0
28416,29,Female,University,Single,100000,0.8713,0,0,0,0
28417,29,Female,Graduate school,Single,230000,0.0539,0,0,0,0
28418,30,Female,Graduate school,Single,160000,0.0,1,1,3,0
28419,29,Female,University,Single,220000,0.1318,2,1,2,0
28420,29,Female,Graduate school,Single,80000,0.1778,2,1,-2,1
28421,29,Female,University,Married,420000,0.1154,0,0,0,0
28422,32,Female,University,Single,130000,0.086,-2,0,0,0
28423,32,Female,Graduate school,Single,80000,0.506,0,0,0,0
28424,31,Female,Graduate school,Single,210000,0.3706,0,0,0,0
28425,31,Female,Graduate school,Single,220000,0.5649,0,0,0,0
28426,30,Female,University,Single,170000,0.7781,2,1,0,1
28427,30,Female,Graduate school,Single,50000,0.8387,2,6,-1,0
28428,31,Female,University,Single,80000,0.0596,-2,0,0,0
28429,33,Female,Graduate school,Single,300000,0.1957,0,0,0,0
28430,33,Female,University,Married,140000,0.0,1,1,1,0
28431,33,Female,University,Single,290000,0.8359,0,0,0,0
28432,33,Female,Graduate school,Single,80000,0.0,0,0,-2,0
28433,33,Female,Graduate school,Married,500000,0.008,0,0,0,0
28434,44,Female,High school,Married,40000,0.8886,2,3,1,1
28435,45,Female,University,Married,50000,0.7989,0,0,0,0
28436,34,Female,University,Married,260000,0.0,-2,0,0,0
28437,45,Female,High school,Married,80000,0.2499,0,0,0,0
28438,35,Female,Graduate school,Married,280000,0.0255,-1,0,1,0
28439,37,Female,Graduate school,Married,270000,0.001,-2,0,0,0
28440,48,Female,High school,Married,80000,0.4132,0,0,1,0
28441,34,Female,University,Married,120000,0.999,0,0,0,0
28442,40,Female,Graduate school,Married,300000,0.4053,0,0,0,0
28443,37,Female,University,Single,120000,0.323,2,3,2,0
28444,36,Female,University,Others,80000,0.7988,0,0,0,0
28445,42,Female,University,Married,50000,0.2421,0,0,0,0
28446,47,Female,University,Married,100000,0.2474,0,0,0,0
28447,44,Female,University,Married,180000,0.0363,-2,0,0,0
28448,45,Female,University,Married,160000,0.395,0,0,0,0
28449,49,Female,University,Married,350000,0.0462,-2,0,0,0
28450,33,Female,High school,Married,50000,0.47,0,0,2,0
28451,37,Female,University,Single,320000,0.0,-2,0,0,0
28452,35,Female,University,Single,170000,0.7131,0,0,0,0
28453,37,Female,University,Married,50000,0.9566,2,1,-2,0
28454,40,Female,Graduate school,Married,360000,0.3011,2,4,2,1
28455,36,Female,University,Single,70000,0.9718,0,0,0,1
28456,45,Female,High school,Married,20000,0.0702,-1,0,0,0
28457,46,Female,High school,Married,100000,0.337,2,1,0,0
28458,36,Female,High school,Others,180000,0.0018,-1,0,0,0
28459,42,Female,High school,Married,160000,0.0,0,0,-2,0
28460,35,Female,University,Married,230000,0.0053,2,4,3,1
28461,38,Female,University,Married,20000,0.0,-2,0,0,1
28462,39,Female,University,Married,180000,0.564,2,2,1,0
28463,45,Female,Graduate school,Single,180000,0.0,1,1,3,0
28464,34,Female,University,Married,20000,0.8812,0,0,1,0
28465,49,Female,University,Married,150000,0.0,1,1,2,0
28466,40,Female,Graduate school,Married,240000,0.0,-2,0,0,1
28467,37,Female,High school,Married,360000,0.0,-2,0,0,0
28468,35,Female,University,Married,260000,0.0218,0,0,-1,0
28469,34,Female,University,Married,500000,0.0343,-2,0,0,0
28470,41,Female,University,Married,200000,0.0,2,1,-4,0
28471,45,Female,High school,Single,230000,0.1309,0,0,2,0
28472,32,Female,University,Single,200000,0.6357,2,1,0,0
28473,37,Female,High school,Married,70000,0.6955,0,0,0,0
28474,36,Female,High school,Married,160000,0.0,1,1,2,0
28475,33,Female,University,Single,80000,0.3151,0,0,2,0
28476,30,Female,University,Married,100000,0.4742,0,0,0,0
28477,38,Female,University,Married,20000,0.0,1,1,3,1
28478,47,Female,High school,Married,110000,0.9951,0,0,0,0
28479,35,Female,University,Single,100000,0.0033,0,0,-1,1
28480,39,Female,University,Married,240000,0.9715,0,0,0,0
28481,31,Female,Graduate school,Married,170000,0.0092,1,1,2,0
28482,31,Female,Graduate school,Single,110000,0.8343,2,6,0,1
28483,44,Female,University,Single,50000,0.01,-1,0,0,0
28484,41,Female,University,Single,390000,0.0269,0,0,2,0
28485,44,Female,High school,Married,40000,0.3258,0,0,0,0
28486,39,Female,High school,Married,160000,0.0381,-2,0,0,0
28487,41,Female,High school,Married,20000,0.9274,3,4,1,0
28488,36,Female,University,Single,180000,0.0,1,1,2,0
28489,41,Female,University,Married,50000,0.4633,2,4,1,1
28490,37,Female,University,Married,110000,0.1885,0,0,0,0
28491,39,Female,High school,Single,20000,0.7984,2,1,0,1
28492,36,Female,High school,Married,40000,0.3965,2,2,-2,0
28493,47,Female,High school,Married,50000,0.9333,2,1,2,1
28494,30,Female,Graduate school,Single,200000,0.001,0,0,-1,0
28495,31,Female,University,Married,90000,0.2214,0,0,2,0
28496,34,Female,Graduate school,Single,300000,0.0,-2,0,0,0
28497,36,Female,University,Married,310000,0.949,0,0,0,0
28498,37,Female,University,Married,330000,0.1404,0,0,0,0
28499,30,Female,High school,Single,210000,0.0079,-1,0,0,0
28500,34,Female,University,Single,260000,0.0322,0,0,-2,0
28501,35,Female,Graduate school,Single,290000,0.0081,0,0,-2,0
28502,39,Female,University,Married,20000,0.8876,2,3,1,0
28503,31,Female,University,Married,140000,0.7018,0,0,0,0
28504,36,Female,University,Married,150000,0.6683,2,6,0,1
28505,46,Female,High school,Others,50000,0.0078,-1,0,0,0
28506,37,Female,University,Married,50000,0.1478,-1,0,0,0
28507,28,Female,University,Married,270000,0.0054,0,0,-2,0
28508,28,Female,University,Married,240000,0.7332,0,0,0,0
28509,29,Female,Graduate school,Single,150000,0.5203,0,0,0,0
28510,40,Female,University,Single,260000,0.462,0,0,0,0
28511,42,Female,High school,Married,470000,0.4661,0,0,0,0
28512,47,Female,Graduate school,Married,190000,1.0131,0,0,0,0
28513,28,Female,University,Single,160000,0.0323,-1,0,0,0
28514,31,Female,Graduate school,Single,320000,0.2081,0,0,0,0
28515,30,Female,University,Single,30000,0.8161,0,0,0,1
28516,33,Female,Graduate school,Single,150000,0.1626,-2,0,0,0
28517,34,Female,University,Single,200000,0.9474,2,2,0,1
28518,34,Female,University,Single,150000,0.2659,0,0,0,0
28519,30,Female,High school,Married,50000,0.971,0,0,0,0
28520,24,Female,University,Single,80000,0.2398,0,0,0,0
28521,47,Female,University,Married,50000,0.1906,3,3,0,0
28522,37,Female,High school,Married,80000,1.1631,2,4,2,1
28523,34,Female,University,Single,280000,0.0258,0,0,2,0
28524,38,Female,Graduate school,Married,160000,0.8308,0,0,0,0
28525,29,Female,Graduate school,Single,80000,0.3561,0,0,0,0
28526,30,Female,University,Single,160000,0.8503,0,0,0,0
28527,32,Female,University,Married,90000,0.0409,2,1,0,0
28528,32,Female,University,Single,360000,0.0323,0,0,0,0
28529,34,Female,University,Married,80000,0.8929,0,0,0,0
28530,36,Female,High school,Married,20000,0.0313,2,1,0,1
28531,48,Female,University,Married,50000,0.9714,0,0,0,0
28532,40,Female,Graduate school,Married,200000,0.4023,2,6,0,1
28533,44,Female,High school,Married,50000,0.2622,4,6,-2,1
28534,31,Female,University,Married,120000,0.1761,2,4,1,1
28535,31,Female,University,Married,60000,1.0534,2,2,2,1
28536,32,Female,High school,Single,120000,0.5546,0,0,-1,0
28537,32,Female,Graduate school,Married,80000,0.0,1,1,2,0
28538,32,Female,University,Single,140000,0.737,2,4,0,0
28539,33,Female,Graduate school,Married,300000,0.013,0,0,-1,0
28540,30,Female,University,Married,230000,0.0378,0,0,0,0
28541,30,Female,High school,Single,310000,0.0191,1,1,1,0
28542,31,Female,Graduate school,Single,330000,0.0123,0,0,-1,0
28543,35,Female,Graduate school,Married,210000,0.3208,2,1,-2,0
28544,35,Female,University,Married,120000,0.9633,0,0,0,0
28545,35,Female,University,Married,170000,0.568,0,0,0,0
28546,39,Female,University,Single,50000,0.5051,0,0,0,0
28547,44,Female,High school,Married,100000,0.1272,2,3,0,1
28548,33,Female,Graduate school,Single,140000,0.0727,0,0,0,0
28549,33,Female,University,Single,210000,0.205,0,0,2,0
